,Product Name in flipkart,Retail Price (FK),Discounted Price (FK),Product name in Amazon,Retail Price (AMZ),Discounted Price (AMZ)
16528,tinted full sleeve solid men's sweatshirt,1495.0,1195.0,tinted full sleeve solid men's sweatshirt,1484,1400
16529,sports 52 wear full sleeve solid men's sweatshirt,2495.0,899.0,sports 52 wear full sleeve solid men's sweatshirt,2478,1161
16530,fila full sleeve solid men's reversible sweatshirt,1599.0,1279.0,fila full sleeve solid men's reversible sweatshirt,1591,1629
16531,wajbee full sleeve striped men's sweatshirt,1749.0,696.0,wajbee full sleeve striped men's sweatshirt,1740,891
16532,griffel full sleeve printed men's sweatshirt,1499.0,1099.0,griffel full sleeve printed men's sweatshirt,1397,1353
16533,sports 52 wear full sleeve solid men's sweatshirt,2495.0,899.0,sports 52 wear full sleeve solid men's sweatshirt,2478,1161
16534,sports 52 wear full sleeve solid men's sweatshirt,2495.0,899.0,sports 52 wear full sleeve solid men's sweatshirt,2478,1161
16535,sports 52 wear full sleeve solid men's sweatshirt,2495.0,899.0,sports 52 wear full sleeve solid men's sweatshirt,2478,1161
16536,rodid full sleeve solid men's sweatshirt,2080.0,399.0,rodid full sleeve solid men's sweatshirt,1879,663
16537,wear your opinion full sleeve printed men's sweatshirt,1299.0,1199.0,wear your opinion full sleeve printed men's sweatshirt,1291,1552
16538,mudo full sleeve striped men's sweatshirt,1299.0,1299.0,mudo full sleeve striped men's sweatshirt,1291,1590
16539,cayman full sleeve solid men's sweatshirt,1195.0,1075.0,cayman full sleeve solid men's sweatshirt,1187,1321
16540,rgt full sleeve solid men's sweatshirt,1675.0,1199.0,rgt full sleeve solid men's sweatshirt,1674,1501
16541,sports 52 wear full sleeve solid men's sweatshirt,1295.0,1295.0,sports 52 wear full sleeve solid men's sweatshirt,2478,1161
16542,wilkins & tuscany full sleeve solid men's sweatshirt,1495.0,1047.0,wilkins & tuscany full sleeve solid men's sweatshirt,1494,1287
16543,scott international full sleeve solid men's sweatshirt,1699.0,749.0,scott international full sleeve solid men's sweatshirt,1679,859
16544,zrestha full sleeve printed men's sweatshirt,1999.0,499.0,zrestha full sleeve printed men's sweatshirt,1984,636
16545,scott international full sleeve solid men's sweatshirt,1699.0,749.0,scott international full sleeve solid men's sweatshirt,1679,859
16546,status quo full sleeve solid men's sweatshirt,1399.0,1049.0,status quo full sleeve solid men's sweatshirt,1397,1278
16547,sports 52 wear full sleeve solid men's sweatshirt,2495.0,899.0,sports 52 wear full sleeve solid men's sweatshirt,2478,1161
16548,cayman full sleeve solid men's sweatshirt,1520.0,1216.0,cayman full sleeve solid men's sweatshirt,1187,1321
16549,griffel full sleeve printed men's sweatshirt,1399.0,1119.0,griffel full sleeve printed men's sweatshirt,1397,1353
16550,wake up competition full sleeve solid men's sweatshirt,1155.0,1155.0,wake up competition full sleeve solid men's sweatshirt,1494,824
16551,wear your opinion full sleeve graphic print men's sweatshirt,1199.0,1099.0,wear your opinion full sleeve graphic print men's sweatshirt,1193,1375
16552,ucc full sleeve solid men's sweatshirt,1825.0,1299.0,ucc full sleeve solid men's sweatshirt,1824,1496
16553,scott international full sleeve solid men's sweatshirt,1699.0,749.0,scott international full sleeve solid men's sweatshirt,1679,859
16554,wajbee full sleeve solid men's sweatshirt,1490.0,696.0,wajbee full sleeve solid men's sweatshirt,1477,844
16555,gini & jony solid baby boy's round neck green t-shirt,799.0,479.0,gini & jony solid baby boy's round neck green t-shirt,348,232
16556,redwave 360 degree powered rotation bluetooth selfie stick,3999.0,2999.0,redwave 360 degree powered rotation bluetooth selfie stick,3979,3446
16557,gini & jony solid baby boy's round neck green t-shirt,399.0,239.0,gini & jony solid baby boy's round neck green t-shirt,348,232
16558,jelly8 high quality sound wired earphone with mic headphones,999.0,299.0,jelly8 high quality sound wired earphone with mic headphones,997,358
16559,gini & jony printed baby boy's polo neck red t-shirt,799.0,479.0,gini & jony printed baby boy's polo neck red t-shirt,783,528
16560,gini & jony solid baby boy's polo neck white t-shirt,699.0,419.0,gini & jony solid baby boy's polo neck white t-shirt,697,473
16561,gini & jony solid baby boy's round neck green t-shirt,349.0,209.0,gini & jony solid baby boy's round neck green t-shirt,348,232
16562,gini & jony solid baby boy's round neck red t-shirt,499.0,299.0,gini & jony solid baby boy's round neck red t-shirt,495,338
16563,gini & jony solid baby boy's round neck green t-shirt,399.0,239.0,gini & jony solid baby boy's round neck green t-shirt,348,232
16564,gini & jony solid baby boy's round neck red t-shirt,499.0,299.0,gini & jony solid baby boy's round neck red t-shirt,495,338
16565,"united colors of benetton striped round neck green, purple t-shirt",699.0,419.0,"united colors of benetton striped round neck green, purple t-shirt",681,495
16566,gini & jony solid baby boy's polo neck red t-shirt,699.0,419.0,gini & jony solid baby boy's polo neck red t-shirt,692,488
16567,"shonaya georgette, crepe embroidered semi-stitched gown",15940.0,3985.0,"shonaya georgette, crepe embroidered semi-stitched gown",15930,4741
16568,atv pouch for lg g4,549.0,399.0,atv pouch for lg g4,536,445
16569,k shopping cotton printed salwar suit dupatta material,1299.0,449.0,k shopping cotton printed salwar suit dupatta material,1279,523
16570,sera printed girl's gathered pink skirt,599.0,287.0,sera printed girl's gathered pink skirt,598,352
16571,iad organic compost soil manure,500.0,199.0,iad organic compost soil manure,496,258
16572,sharleez solid women's a-line red skirt,2999.0,599.0,sharleez solid women's a-line red skirt,2992,677
16573,bella moda printed girl's gathered orange skirt,1147.0,397.0,bella moda printed girl's gathered orange skirt,1127,480
16574,fashion forever georgette embroidered multi-purpose fabric,3699.0,2649.0,fashion forever georgette embroidered multi-purpose fabric,3682,3364
16575,"jdk novelty brocade, art silk, organza floral print multi-purpose fabric, kurti fabric, blouse material, kurta fabric, dress/top material, jacket fabric, kurta & pallazo material, sherwani fabric, kurta & churidar material, lace, salwar suit material, kurta & patiyala material, lehenga choli material",799.0,435.0,"jdk novelty brocade, art silk, organza floral print multi-purpose fabric, kurti fabric, blouse material, kurta fabric, dress/top material, jacket fabric, kurta & pallazo material, sherwani fabric, kurta & churidar material, lace, salwar suit material, kurta & patiyala material, lehenga choli material",792,561
16576,"jdk novelty brocade, art silk, organza self design multi-purpose fabric, kurti fabric, blouse material, kurta fabric, dress/top material, jacket fabric, kurta & pallazo material, sherwani fabric, kurta & churidar material, lace, salwar suit material, kurta & patiyala material, lehenga choli material",690.0,475.0,"jdk novelty brocade, art silk, organza self design multi-purpose fabric, kurti fabric, blouse material, kurta fabric, dress/top material, jacket fabric, kurta & pallazo material, sherwani fabric, kurta & churidar material, lace, salwar suit material, kurta & patiyala material, lehenga choli material",679,604
16577,puran 999 pure silver idol parsavnath ji (divine gift in air proof acrylic box) showpiece  -  4 cm,2470.0,2300.0,puran 999 pure silver idol parsavnath ji (divine gift in air proof acrylic box) showpiece  -  4 cm,2451,2931
16578,"jdk novelty brocade, art silk, organza floral print multi-purpose fabric, kurti fabric, blouse material, kurta fabric, dress/top material, jacket fabric, lehenga choli material, kurta & patiyala material, salwar suit material, lace, kurta & churidar material, sherwani fabric, kurta & pallazo material",825.0,425.0,"jdk novelty brocade, art silk, organza floral print multi-purpose fabric, kurti fabric, blouse material, kurta fabric, dress/top material, jacket fabric, kurta & pallazo material, sherwani fabric, kurta & churidar material, lace, salwar suit material, kurta & patiyala material, lehenga choli material",792,561
16579,"jdk novelty brocade, art silk, organza floral print multi-purpose fabric, kurta & pallazo material, kurti fabric, lace, salwar suit material, jacket fabric, kurta fabric, lehenga choli material, blouse material, kurta & churidar material, kurta & patiyala material, dress/top material, sherwani fabric",750.0,434.0,"jdk novelty brocade, art silk, organza floral print multi-purpose fabric, kurti fabric, blouse material, kurta fabric, dress/top material, jacket fabric, kurta & pallazo material, sherwani fabric, kurta & churidar material, lace, salwar suit material, kurta & patiyala material, lehenga choli material",792,561
16580,"jdk novelty brocade, art silk, organza floral print multi-purpose fabric, kurti fabric, blouse material, dress/top material, jacket fabric, salwar suit material, kurta & pallazo material, lehenga choli material, lace, kurta fabric, kurta & patiyala material, kurta & churidar material, sherwani fabric",800.0,449.0,"jdk novelty brocade, art silk, organza floral print multi-purpose fabric, kurti fabric, blouse material, kurta fabric, dress/top material, jacket fabric, kurta & pallazo material, sherwani fabric, kurta & churidar material, lace, salwar suit material, kurta & patiyala material, lehenga choli material",792,561
16581,shayona net embroidered multi-purpose fabric,3599.0,799.0,shayona net embroidered multi-purpose fabric,3588,1000
16582,sviru generic photo frame,875.0,649.0,sviru generic photo frame,865,778
16583,sviru generic photo frame,775.0,549.0,sviru generic photo frame,865,778
16584,nyx cosmetics honey dew me up  primer  - 22 ml,8241.0,2763.0,nyx cosmetics honey dew me up  primer  - 22 ml,8235,3153
16585,kawal fashion pyjama baby girl's  combo,1900.0,599.0,kawal fashion pyjama baby girl's  combo,1880,725
16586,crezy xtreem 1000 ml water bottles,799.0,399.0,crezy xtreem 1000 ml water bottles,782,461
16587,be 13 printed boy's round neck t-shirt,1099.0,519.0,be 13 printed boy's round neck t-shirt,1083,643
16588,be 13 printed boy's round neck t-shirt,1099.0,519.0,be 13 printed boy's round neck t-shirt,1083,643
16589,be 13 printed boy's round neck t-shirt,1099.0,519.0,be 13 printed boy's round neck t-shirt,1083,643
16590,hugme.fashion full sleeve solid men's jacket,19999.0,5999.0,hugme.fashion full sleeve solid men's jacket,19829,7064
16591,hugme.fashion full sleeve solid men's jacket,20330.0,6099.0,hugme.fashion full sleeve solid men's jacket,19829,7064
16592,morph maternity women's a-line blue dress,1295.0,1295.0,morph maternity women's a-line blue dress,1293,1471
16593,hugme.fashion full sleeve solid men's jacket,19830.0,5949.0,hugme.fashion full sleeve solid men's jacket,19829,7064
16594,babyoye premium baby girl's grey leggings,649.0,519.0,babyoye premium baby girl's grey leggings,484,602
16595,rangsutra embroidered women's a-line kurta,1500.0,1500.0,rangsutra embroidered women's a-line kurta,1486,1660
16596,gulmohar jaipur embroidered women's straight kurta,999.0,474.0,gulmohar jaipur embroidered women's straight kurta,997,568
16597,cotton fab printed women's maternity wear kurti,3900.0,780.0,cotton fab printed women's maternity wear kurti,3897,967
16598,"abee stainless steel, plastic masher",249.0,225.0,"abee stainless steel, plastic masher",243,255
16599,baalaa printed women's straight kurta,799.0,379.0,baalaa printed women's straight kurta,779,474
16600,cotton fab printed women's maternity wear kurti,3900.0,780.0,cotton fab printed women's maternity wear kurti,3897,967
16601,shwetna.com checkered women's straight kurta,1750.0,850.0,shwetna.com checkered women's straight kurta,1735,998
16602,baalaa striped women's straight kurta,899.0,499.0,baalaa striped women's straight kurta,889,565
16603,wake up competition full sleeve solid men's sweatshirt,1495.0,748.0,wake up competition full sleeve solid men's sweatshirt,1494,824
16604,baalaa printed women's straight kurta,999.0,474.0,baalaa printed women's straight kurta,779,474
16605,cotton fab printed women's maternity wear kurti,3150.0,630.0,cotton fab printed women's maternity wear kurti,3897,967
16606,cotton fab printed women's maternity wear kurti,3150.0,630.0,cotton fab printed women's maternity wear kurti,3897,967
16607,cotton fab printed women's maternity wear kurti,3150.0,630.0,cotton fab printed women's maternity wear kurti,3897,967
16608,cotton fab printed women's maternity wear kurti,3150.0,630.0,cotton fab printed women's maternity wear kurti,3897,967
16609,port party embroidered women's maternity wear kurti,1999.0,664.0,port party embroidered women's maternity wear kurti,1985,790
16610,aaliyab embellished women's flared kurta,3950.0,2750.0,aaliyab embellished women's flared kurta,3934,3463
16611,i square enterprises solar kit,449.0,319.0,i square enterprises solar kit,444,370
16612,cotton fab printed women's maternity wear kurti,3150.0,630.0,cotton fab printed women's maternity wear kurti,3897,967
16613,cotton fab printed women's maternity wear kurti,3300.0,660.0,cotton fab printed women's maternity wear kurti,3897,967
16614,cotton fab printed women's maternity wear kurti,3900.0,780.0,cotton fab printed women's maternity wear kurti,3897,967
16615,"explore embedded tit, a supercharged arduino pro mini with atmega328pb",499.0,499.0,"explore embedded tit, a supercharged arduino pro mini with atmega328pb",495,641
16616,baalaa printed women's straight kurta,799.0,379.0,baalaa printed women's straight kurta,779,474
16617,cotton fab printed women's maternity wear kurti,3900.0,780.0,cotton fab printed women's maternity wear kurti,3897,967
16618,baalaa solid women's flared kurta,1299.0,799.0,baalaa solid women's flared kurta,1297,952
16619,gulmohar jaipur embroidered women's straight kurta,999.0,474.0,gulmohar jaipur embroidered women's straight kurta,997,568
16620,cotton fab printed women's maternity wear kurti,3150.0,630.0,cotton fab printed women's maternity wear kurti,3897,967
16621,cotton fab printed women's maternity wear kurti,3150.0,630.0,cotton fab printed women's maternity wear kurti,3897,967
16622,gulmohar jaipur printed women's straight kurta,999.0,474.0,gulmohar jaipur printed women's straight kurta,990,560
16623,cotton fab printed women's maternity wear kurti,3150.0,630.0,cotton fab printed women's maternity wear kurti,3897,967
16624,"chikfab regular fit women's blue, black, pink, pink, white trousers",4999.0,1449.0,"chikfab regular fit women's blue, black, pink, pink, white trousers",4984,1775
16625,alobha regular fit women's white trousers,1099.0,499.0,alobha regular fit women's white trousers,1091,636
16626,meera regular fit women's black trousers,999.0,399.0,meera regular fit women's black trousers,988,449
16627,wishkey 4d printing talking tom learning ipad for kids,499.0,299.0,wishkey 4d printing talking tom learning ipad for kids,494,352
16628,shwetna.com embroidered women's straight kurta,1950.0,950.0,shwetna.com embroidered women's straight kurta,1936,1084
16629,cotton fab solid women's maternity wear kurti,4950.0,990.0,cotton fab solid women's maternity wear kurti,4948,1160
16630,bombay dyeing cotton geometric king sized double bedsheet,2199.0,1499.0,bombay dyeing cotton geometric king sized double bedsheet,2195,1668
16631,the intellect bazaar cotton cartoon single bedsheet,2999.0,929.0,the intellect bazaar cotton cartoon single bedsheet,2985,1124
16632,dressberry bellies,1799.0,1259.0,dressberry bellies,1797,1577
16633,chamanhandicrafts men's checkered casual shirt,1499.0,499.0,chamanhandicrafts men's checkered casual shirt,1493,624
16634,black bee men's solid casual shirt,2499.0,374.0,black bee men's solid casual shirt,2486,459
16635,black bee men's solid casual shirt,2499.0,374.0,black bee men's solid casual shirt,2486,459
16636,trilokani bellies,1398.0,648.0,trilokani bellies,1379,790
16637,globalite pivot bellies,499.0,329.0,globalite pivot bellies,492,380
16638,footrendz casual bellies,699.0,324.0,footrendz casual bellies,679,373
16639,sleek line men's checkered casual shirt,1649.0,494.0,sleek line men's checkered casual shirt,1641,596
16640,naisha casuals,999.0,499.0,naisha casuals,981,597
16641,chamanhandicrafts men's checkered casual shirt,1499.0,399.0,chamanhandicrafts men's checkered casual shirt,1493,624
16642,taurus black & white lace up,2499.0,1999.0,taurus black & white lace up,2491,2329
16643,abhinl fashion cotton printed semi-stitched salwar suit dupatta material,2599.0,999.0,abhinl fashion cotton printed semi-stitched salwar suit dupatta material,2584,1178
16644, tarkan unique style-2016 umbrella,1999.0,349.0,â tarkan unique style-2016 umbrella,1994,412
16645,sivanna baking powder rouge  highlighter,700.0,399.0,sivanna baking powder rouge  highlighter,694,500
16646,abcd small bean bag  with foam filling,2299.0,899.0,abcd s bean bag  with foam filling,2297,1004
16647,abhinl fashion cotton printed semi-stitched salwar suit dupatta material,2599.0,999.0,abhinl fashion cotton printed semi-stitched salwar suit dupatta material,2584,1178
16648,abhinl fashion cotton printed semi-stitched salwar suit dupatta material,2599.0,999.0,abhinl fashion cotton printed semi-stitched salwar suit dupatta material,2584,1178
16649,abcd xl bean bag  with foam filling,3899.0,1149.0,abcd xl bean bag  with foam filling,3887,1320
16650,elligator solid men's three fourths,1499.0,499.0,elligator solid men's three fourths,1492,622
16651,lance solid men's three fourths,999.0,279.0,lance solid men's three fourths,998,329
16652,lula baby girl's dark blue bodysuit,550.0,330.0,lula baby girl's dark blue bodysuit,544,421
16653,reinforce solid men's three fourths,649.0,494.0,reinforce solid men's three fourths,645,624
16654,dfh solid men's three fourths,789.0,298.0,dfh solid men's three fourths,775,363
16655,masterfit ironing board,2950.0,1580.0,masterfit ironing board,2941,2013
16656,karlsburg men's checkered formal shirt,1025.0,1025.0,karlsburg men's checkered formal shirt,1013,1245
16657,leaf men's solid formal shirt,1299.0,499.0,leaf men's solid formal shirt,1284,602
16658,karsci men's solid lounge wear shirt,1999.0,1599.0,karsci men's solid lounge wear shirt,1895,1898
16659,leaf men's solid formal shirt,1199.0,449.0,leaf men's solid formal shirt,1284,602
16660,kalrav men's solid formal shirt,2650.0,650.0,kalrav men's solid formal shirt,2630,805
16661,jainish men's solid formal shirt,1249.0,499.0,jainish men's solid formal shirt,1243,589
16662,j hampstead men's solid formal shirt,1899.0,1899.0,j hampstead men's solid formal shirt,1881,2211
16663,jadeblue men's self design formal linen shirt,1899.0,1899.0,jadeblue men's self design formal linen shirt,1890,2344
16664,just differ men's polka print formal shirt,1799.0,1099.0,just differ men's polka print formal shirt,1790,1325
16665,indian weller men's woven formal linen shirt,1749.0,787.0,indian weller men's woven formal linen shirt,1748,872
16666,jadeblue men's solid formal shirt,1399.0,1399.0,jadeblue men's solid formal shirt,1386,1795
16667,invictus men's checkered formal linen shirt,2599.0,1299.0,invictus men's checkered formal linen shirt,2592,1622
16668,kiaraa men's solid formal shirt,999.0,345.0,kiaraa men's solid formal shirt,996,420
16669,inmark men's checkered formal shirt,1099.0,660.0,inmark men's checkered formal shirt,1093,844
16670,"jorzzer roniya men's solid formal, party, wedding, casual, festive shirt",2099.0,799.0,"jorzzer roniya men's solid formal, party, wedding, casual, festive shirt",2093,990
16671,kiaraa men's solid formal shirt,999.0,445.0,kiaraa men's solid formal shirt,996,420
16672,jain's men's solid formal shirt,999.0,499.0,jain's men's solid formal shirt,993,584
16673,j hampstead men's checkered formal shirt,1599.0,1599.0,j hampstead men's checkered formal shirt,1592,1946
16674,just differ men's striped formal shirt,1699.0,999.0,just differ men's striped formal shirt,1698,1231
16675,lamode men's solid formal shirt,999.0,999.0,lamode men's solid formal shirt,991,1226
16676,leaf men's solid formal shirt,1299.0,499.0,leaf men's solid formal shirt,1284,602
16677,kingswood men's striped formal shirt,799.0,399.0,kingswood men's striped formal shirt,791,440
16678,karlsburg men's self design formal shirt,1750.0,1750.0,karlsburg men's self design formal shirt,1736,2199
16679,jaabili men's solid formal shirt,899.0,499.0,jaabili men's solid formal shirt,883,574
16680,"jads men's printed casual, lounge wear, party shirt",1699.0,849.0,"jads men's printed casual, lounge wear, party shirt",1693,1073
16681,lee marc men's solid formal denim shirt,2100.0,465.0,lee marc men's solid formal denim shirt,2095,595
16682,jermyn crest men's checkered formal shirt,1200.0,840.0,jermyn crest men's checkered formal shirt,1181,984
16683,jogur men's solid casual shirt,1099.0,714.0,jogur men's solid casual shirt,1094,895
16684,kristino men's solid formal shirt,929.0,929.0,kristino men's solid formal shirt,909,1145
16685,kristino men's solid formal shirt,849.0,849.0,kristino men's solid formal shirt,909,1145
16686,koolpals men's checkered formal shirt,999.0,329.0,koolpals men's checkered formal shirt,981,380
16687,jake chiramel men's solid formal shirt,1297.0,927.0,jake chiramel men's solid formal shirt,1290,1088
16688,karlsburg men's checkered formal shirt,1025.0,1025.0,karlsburg men's checkered formal shirt,1013,1245
16689,japs men's solid formal shirt,799.0,799.0,japs men's solid formal shirt,789,994
16690,leaf men's solid formal shirt,1299.0,499.0,leaf men's solid formal shirt,1284,602
16691,jogur men's checkered formal shirt,899.0,584.0,jogur men's checkered formal shirt,986,816
16692,kingswood men's solid formal shirt,999.0,499.0,kingswood men's solid formal shirt,988,617
16693,john morris men's striped formal shirt,795.0,795.0,john morris men's striped formal shirt,788,1001
16694,invictus men's solid formal shirt,2099.0,1679.0,invictus men's solid formal shirt,2097,1309
16695,j marks men's striped formal shirt,599.0,360.0,j marks men's striped formal shirt,580,423
16696,kristino men's solid formal shirt,799.0,799.0,kristino men's solid formal shirt,909,1145
16697,inmark men's solid formal shirt,799.0,799.0,inmark men's solid formal shirt,787,976
16698,karsci men's solid lounge wear shirt,1899.0,1519.0,karsci men's solid lounge wear shirt,1895,1898
16699,john players men's formal shirt,1399.0,698.0,john players men's formal shirt,1390,817
16700,inmark men's striped formal shirt,1299.0,780.0,inmark men's striped formal shirt,1292,972
16701,karlsburg men's solid formal shirt,1475.0,1475.0,karlsburg men's solid formal shirt,1464,1876
16702,karlsburg men's solid formal shirt,875.0,875.0,karlsburg men's solid formal shirt,1464,1876
16703,keystone men's solid formal shirt,799.0,449.0,keystone men's solid formal shirt,797,500
16704,kingswood men's self design formal shirt,999.0,499.0,kingswood men's self design formal shirt,991,577
16705,john miller men's solid formal shirt,899.0,539.0,john miller men's solid formal shirt,893,599
16706,kalpatru men's checkered formal shirt,899.0,549.0,kalpatru men's checkered formal shirt,889,644
16707,j marks men's checkered formal shirt,650.0,335.0,j marks men's checkered formal shirt,649,399
16708,keystone men's solid formal shirt,799.0,449.0,keystone men's solid formal shirt,797,500
16709,la mode men's checkered formal linen shirt,599.0,599.0,la mode men's checkered formal linen shirt,582,776
16710,invictus men's striped formal shirt,1899.0,759.0,invictus men's striped formal shirt,1894,895
16711,kiaraa men's solid formal shirt,999.0,345.0,kiaraa men's solid formal shirt,996,420
16712,karsci men's solid formal shirt,1799.0,1439.0,karsci men's solid formal shirt,1792,1793
16713,jovial mart store men's solid formal shirt,1999.0,599.0,jovial mart store men's solid formal shirt,1988,716
16714,jpeters men's solid formal shirt,2250.0,2100.0,jpeters men's solid formal shirt,2249,2544
16715,invictus men's solid formal shirt,1999.0,999.0,invictus men's solid formal shirt,2097,1309
16716,ishin men's striped formal shirt,1949.0,449.0,ishin men's striped formal shirt,1932,533
16717,kuons avenue men's solid formal shirt,1299.0,599.0,kuons avenue men's solid formal shirt,1298,734
16718,lee marc men's checkered formal shirt,2100.0,465.0,lee marc men's checkered formal shirt,2089,565
16719,jovial mart store men's solid formal shirt,1999.0,599.0,jovial mart store men's solid formal shirt,1988,716
16720,j marks men's checkered formal shirt,599.0,360.0,j marks men's checkered formal shirt,649,399
16721,kalpatru men's checkered formal shirt,899.0,549.0,kalpatru men's checkered formal shirt,889,644
16722,japs men's solid formal linen shirt,1399.0,1399.0,japs men's solid formal linen shirt,1389,1706
16723,kayara collection men's striped formal shirt,999.0,499.0,kayara collection men's striped formal shirt,997,590
16724,kingswood men's solid formal shirt,1299.0,649.0,kingswood men's solid formal shirt,988,617
16725,jogur men's solid formal shirt,899.0,629.0,jogur men's solid formal shirt,1098,952
16726,jpeters men's solid formal shirt,2250.0,2100.0,jpeters men's solid formal shirt,2249,2544
16727,kraasa men's solid formal shirt,1000.0,449.0,kraasa men's solid formal shirt,982,569
16728,lee marc men's checkered formal shirt,2100.0,465.0,lee marc men's checkered formal shirt,2089,565
16729,le bison men's checkered formal shirt,699.0,418.0,le bison men's checkered formal shirt,698,492
16730,jovial mart store men's solid formal shirt,1999.0,599.0,jovial mart store men's solid formal shirt,1988,716
16731,leaf men's solid formal shirt,1299.0,499.0,leaf men's solid formal shirt,1284,602
16732,j marks men's checkered formal shirt,599.0,360.0,j marks men's checkered formal shirt,649,399
16733,ishin men's solid formal shirt,2099.0,449.0,ishin men's solid formal shirt,1743,445
16734,kirubha tex men's solid formal shirt,999.0,455.0,kirubha tex men's solid formal shirt,985,575
16735,indian weller men's striped formal shirt,1699.0,764.0,indian weller men's striped formal shirt,1687,894
16736,just henry men's checkered formal linen shirt,1520.0,1520.0,just henry men's checkered formal linen shirt,1507,1723
16737,just differ men's self design formal shirt,1599.0,899.0,just differ men's self design formal shirt,1592,1096
16738,jermyn crest men's checkered formal shirt,1400.0,980.0,jermyn crest men's checkered formal shirt,1181,984
16739,j marks men's checkered formal shirt,650.0,335.0,j marks men's checkered formal shirt,649,399
16740,indian terrain men's striped formal shirt,1999.0,1999.0,indian terrain men's striped formal shirt,1997,2454
16741,karsci men's solid formal shirt,1899.0,1519.0,karsci men's solid formal shirt,1792,1793
16742,jogur men's solid formal shirt,1099.0,769.0,jogur men's solid formal shirt,1098,952
16743,koridor men's solid formal shirt,995.0,950.0,koridor men's solid formal shirt,983,1196
16744,koolpals men's checkered formal shirt,999.0,329.0,koolpals men's checkered formal shirt,981,380
16745,jogur men's checkered formal shirt,999.0,699.0,jogur men's checkered formal shirt,986,816
16746,leaf men's solid formal shirt,1199.0,499.0,leaf men's solid formal shirt,1284,602
16747,ishin men's solid formal shirt,1749.0,399.0,ishin men's solid formal shirt,1743,445
16748,karsci men's solid lounge wear shirt,1899.0,1519.0,karsci men's solid lounge wear shirt,1895,1898
16749,kingswood men's solid formal shirt,1199.0,599.0,kingswood men's solid formal shirt,988,617
16750,invictus men's checkered formal shirt,2299.0,1149.0,invictus men's checkered formal shirt,2298,1357
16751,kraasa men's solid formal shirt,1000.0,449.0,kraasa men's solid formal shirt,982,569
16752,j marks men's striped formal shirt,599.0,399.0,j marks men's striped formal shirt,580,423
16753,lamode men's checkered formal shirt,399.0,399.0,lamode men's checkered formal shirt,380,477
16754,just henry men's solid formal shirt,1520.0,1520.0,just henry men's solid formal shirt,1514,1804
16755,karlsburg men's checkered formal shirt,1475.0,1475.0,karlsburg men's checkered formal shirt,1013,1245
16756,invictus men's solid formal shirt,2099.0,1049.0,invictus men's solid formal shirt,2097,1309
16757,textile india floral single quilts & comforters brown,4999.0,2999.0,textile india floral single quilts & comforters brown,5479,3598
16758,textile india floral single quilts & comforters brown,3999.0,2199.0,textile india floral single quilts & comforters brown,5479,3598
16759,textile india floral single quilts & comforters brown,5499.0,2999.0,textile india floral single quilts & comforters brown,5479,3598
16760,alx new york striped turtle neck casual men's sweater,1695.0,1695.0,alx new york striped turtle neck casual men's sweater,1684,2072
16761,muchmore copper copper bracelet,699.0,300.0,muchmore copper copper bracelet,696,341
16762,muchmore alloy copper charm bracelet,,,muchmore alloy copper charm bracelet,-1,0
16763,muchmore alloy copper charm bracelet,600.0,300.0,muchmore alloy copper charm bracelet,-1,0
16764,muchmore alloy copper charm bracelet,699.0,300.0,muchmore alloy copper charm bracelet,-1,0
16765,jewels galaxy alloy bangle set,1999.0,599.0,jewels galaxy alloy bangle set,1489,697
16766,hawai combo girl's  combo,2749.0,1099.0,hawai combo girl's  combo,2733,1352
16767,muchmore copper copper charm bracelet,798.0,399.0,muchmore copper copper charm bracelet,779,444
16768,sweet angel printed girl's track pants,1099.0,599.0,sweet angel printed girl's track pants,1086,613
16769,mint 1351\34b solid girl's track pants,1008.0,655.0,mint 1351\34b solid girl's track pants,1002,794
16770,"menthol solid, printed girl's track pants",549.0,220.0,"menthol solid, printed girl's track pants",530,247
16771,shaun trackpant solid girl's track pants,999.0,399.0,shaun trackpant solid girl's track pants,982,450
16772,jums cotton bath towel,2299.0,999.0,jums cotton bath towel,2296,1107
16773,lily cotton bath towel,1799.0,669.0,lily cotton bath towel,1791,833
16774,inox jewelry stainless steel bracelet,1929.0,1447.0,inox jewelry stainless steel bracelet,1928,1789
16775,peora sterling silver rose gold bracelet,1900.0,1520.0,peora sterling silver rose gold bracelet,1892,1883
16776,dazzle collections alloy bracelet,350.0,229.0,dazzle collections alloy bracelet,337,277
16777,dazzle collections alloy bracelet,1199.0,399.0,dazzle collections alloy bracelet,337,277
16778,dazzle collections alloy cuff,1100.0,899.0,dazzle collections alloy cuff,1087,1167
16779,fayon alloy bracelet,1070.0,369.0,fayon alloy bracelet,1055,475
16780,provogue solid v-neck casual men's sweater,1699.0,1019.0,provogue solid v-neck casual men's sweater,1693,1164
16781,jodhaa floral double quilts & comforters brown,4499.0,2899.0,jodhaa floral double quilts & comforters brown,4492,3701
16782,la amber metal bracelet,1200.0,550.0,la amber metal bracelet,1185,681
16783,knighthood alloy bracelet,1299.0,699.0,knighthood alloy bracelet,1296,793
16784,knighthood alloy bracelet,1399.0,699.0,knighthood alloy bracelet,1296,793
16785,knighthood alloy bracelet,1299.0,699.0,knighthood alloy bracelet,1296,793
16786,knighthood alloy bracelet,1599.0,899.0,knighthood alloy bracelet,1296,793
16787,knighthood alloy bracelet,1399.0,699.0,knighthood alloy bracelet,1296,793
